/var/spool/slurmd/job1006452/slurm_script: line 8: conda: command not found
/scrtp/avon/eb/software/SciPy-bundle/2022.05-foss-2022a/lib/python3.10/site-packages/scipy/__init__.py:146: UserWarning: A NumPy version >=1.17.3 and <1.25.0 is required for this version of SciPy (detected version 1.26.4
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
Epoch 200, normalising constant 1.011060357093811 0.0010309219360351562
Epoch 300, normalising constant 1.0098905563354492 0.0009023547172546387
Epoch 400, normalising constant 1.0084383487701416 0.016115248203277588
Epoch 500, normalising constant 1.0071264505386353 0.010452330112457275
run 18 cop_u 0 DONE 2553.4414
Epoch 100, normalising constant 1.0175063610076904 -0.0003433823585510254
Epoch 200, normalising constant 1.017164707183838 0.03050363063812256
Epoch 300, normalising constant 1.0165411233901978 -0.028513073921203613
Epoch 400, normalising constant 1.015583872795105 -0.02534186840057373
Epoch 500, normalising constant 1.0149972438812256 -0.021435916423797607
run 18 cop_u 1 DONE 2165.0044
Epoch 100, normalising constant 0.9926460385322571 0.0016837716102600098
Epoch 200, normalising constant 0.9894353151321411 -0.004300534725189209
Epoch 300, normalising constant 0.9879760146141052 -0.014014601707458496
Epoch 400, normalising constant 0.9868676662445068 -0.019565820693969727
Epoch 500, normalising constant 0.985721230506897 0.014882683753967285
run 18 cop_u 2 DONE 1590.1003
Epoch 100, normalising constant 1.0132811069488525 -0.00032138824462890625
Epoch 200, normalising constant 1.0127506256103516 0.00014919042587280273
Epoch 300, normalising constant 1.012734293937683 0.01658385992050171
Epoch 400, normalising constant 1.0126301050186157 -0.028004348278045654
Epoch 500, normalising constant 1.012398600578308 0.023736953735351562
run 18 cop_u 3 DONE 4711.54
Epoch 100, normalising constant 1.005910873413086 0.00042361021041870117
Epoch 200, normalising constant 1.0037791728973389 -9.733438491821289e-05
Epoch 300, normalising constant 1.0003610849380493 -0.012695014476776123
Epoch 400, normalising constant 0.9983236789703369 0.011376500129699707
Epoch 500, normalising constant 0.9977284073829651 -0.05110079050064087
run 19 cop_u 0 DONE 1176.6061
Epoch 100, normalising constant 1.015688419342041 -3.123283386230469e-05
Epoch 200, normalising constant 1.0152864456176758 0.009859621524810791
Epoch 300, normalising constant 1.014155626296997 0.01243746280670166
Epoch 400, normalising constant 1.0126276016235352 0.02328699827194214
Epoch 500, normalising constant 1.0113893747329712 0.017138302326202393
run 19 cop_u 1 DONE 1909.7856
Epoch 100, normalising constant 1.0100654363632202 -0.0006127357482910156
Epoch 200, normalising constant 1.0104584693908691 -0.0029723644256591797
Epoch 300, normalising constant 1.0099788904190063 -0.021697640419006348
Epoch 400, normalising constant 1.0096806287765503 -0.00105971097946167
Epoch 500, normalising constant 1.0099095106124878 -0.03086698055267334
run 19 cop_u 2 DONE 1906.7308
Epoch 100, normalising constant 1.0180268287658691 -0.001281142234802246
Epoch 200, normalising constant 1.0169284343719482 0.0012611150741577148
Epoch 300, normalising constant 1.015622854232788 0.0017058253288269043
Epoch 400, normalising constant 1.0140241384506226 0.013544142246246338
Epoch 500, normalising constant 1.0125759840011597 0.026556015014648438
run 19 cop_u 3 DONE 2474.3296
Epoch 100, normalising constant 0.9991826415061951 0.0015712380409240723
Epoch 200, normalising constant 0.9961991906166077 0.0013800263404846191
Epoch 300, normalising constant 0.9934054017066956 -0.0009577274322509766
Epoch 400, normalising constant 0.992733359336853 -0.02321702241897583
Epoch 500, normalising constant 0.9911225438117981 -0.021609842777252197
run 20 cop_u 0 DONE 1025.0803
Epoch 100, normalising constant 1.0069752931594849 -0.00027179718017578125
Epoch 200, normalising constant 1.0069808959960938 0.0010492205619812012
Epoch 300, normalising constant 1.0069410800933838 -0.00719296932220459
Epoch 400, normalising constant 1.0066646337509155 -0.005816280841827393
Epoch 500, normalising constant 1.006026268005371 0.032021164894104004
run 20 cop_u 1 DONE 1769.9631
Epoch 100, normalising constant 1.0169892311096191 -0.00017321109771728516
Epoch 200, normalising constant 1.0152583122253418 0.0032587647438049316
Epoch 300, normalising constant 1.012015461921692 0.0011075139045715332
Epoch 400, normalising constant 1.0088002681732178 0.015024840831756592
Epoch 500, normalising constant 1.0062031745910645 0.04486292600631714
run 20 cop_u 2 DONE 1533.0731
Epoch 100, normalising constant 0.9950113296508789 0.001230478286743164
Epoch 200, normalising constant 0.9921671152114868 0.019523978233337402
Epoch 300, normalising constant 0.9913215041160583 -0.04244375228881836
Epoch 400, normalising constant 0.9909276366233826 0.0431370735168457
Epoch 500, normalising constant 0.990951418876648 0.0007944107055664062
run 20 cop_u 3 DONE 1983.4347
Epoch 100, normalising constant 1.0091487169265747 -0.0002518892288208008
Epoch 200, normalising constant 1.0075464248657227 0.0006158351898193359
Epoch 300, normalising constant 1.0044043064117432 0.0020012259483337402
Epoch 400, normalising constant 1.000390887260437 -0.0004455447196960449
Epoch 500, normalising constant 0.9965674877166748 -0.026523888111114502
run 21 cop_u 0 DONE 2430.0435
Epoch 100, normalising constant 0.9930888414382935 0.0002930164337158203
Epoch 200, normalising constant 0.9919253587722778 -0.0004684925079345703
Epoch 300, normalising constant 0.9900200963020325 0.0007467269897460938
Epoch 400, normalising constant 0.9877829551696777 -0.012408077716827393
Epoch 500, normalising constant 0.9856930375099182 -0.016639530658721924
run 21 cop_u 1 DONE 2351.9756
Epoch 100, normalising constant 0.9949144124984741 0.001049339771270752
Epoch 200, normalising constant 0.9890075325965881 -0.0006738901138305664
Epoch 300, normalising constant 0.9853659868240356 -0.01926332712173462
Epoch 400, normalising constant 0.9833034873008728 -0.04283565282821655
Epoch 500, normalising constant 0.9820547103881836 0.01588118076324463
run 21 cop_u 2 DONE 1655.0072
Epoch 100, normalising constant 1.0050266981124878 0.00034821033477783203
Epoch 200, normalising constant 1.0042822360992432 0.0006518959999084473
Epoch 300, normalising constant 1.00375235080719 0.006565392017364502
Epoch 400, normalising constant 1.0028345584869385 -0.007892847061157227
Epoch 500, normalising constant 1.0019519329071045 0.04279458522796631
run 21 cop_u 3 DONE 46.912594
Epoch 100, normalising constant 0.9955978989601135 -0.0023871660232543945
Epoch 200, normalising constant 0.9957708120346069 0.0005956888198852539
Epoch 300, normalising constant 0.9955080151557922 -0.015272438526153564
Epoch 400, normalising constant 0.9952592253684998 0.015418529510498047
Epoch 500, normalising constant 0.9949801564216614 0.0026285648345947266
run 22 cop_u 0 DONE 4196.8105
Epoch 100, normalising constant 1.00629723072052 -0.000801384449005127
Epoch 200, normalising constant 1.0064641237258911 9.5367431640625e-07
Epoch 300, normalising constant 1.0059820413589478 -0.00037795305252075195
Epoch 400, normalising constant 1.004801869392395 -0.012590229511260986
Epoch 500, normalising constant 1.0033249855041504 -0.038195133209228516
run 22 cop_u 1 DONE 2278.4238
Epoch 100, normalising constant 1.0055292844772339 -0.0008065104484558105
Epoch 200, normalising constant 1.0062330961227417 0.00116807222366333
Epoch 300, normalising constant 1.005899429321289 0.0015780925750732422
Epoch 400, normalising constant 1.0054574012756348 0.023506224155426025
Epoch 500, normalising constant 1.0050171613693237 -0.02386397123336792
run 22 cop_u 2 DONE 1842.1526
Epoch 100, normalising constant 1.0037845373153687 -0.0017932653427124023
Epoch 200, normalising constant 1.0025577545166016 -0.029037952423095703
Epoch 300, normalising constant 1.0011718273162842 -0.07447123527526855
Epoch 400, normalising constant 0.999843180179596 0.015554487705230713
Epoch 500, normalising constant 0.9988230466842651 -0.013641655445098877
run 22 cop_u 3 DONE 5593.611
Epoch 100, normalising constant 1.0102269649505615 -0.0005593299865722656
Epoch 200, normalising constant 1.0109199285507202 -0.0009943246841430664
Epoch 300, normalising constant 1.0100057125091553 -0.014210104942321777
Epoch 400, normalising constant 1.0082104206085205 0.0226019024848938
Epoch 500, normalising constant 1.0061222314834595 -0.012459039688110352
run 23 cop_u 0 DONE 4803.163
Epoch 100, normalising constant 1.0059213638305664 0.00110703706741333
Epoch 200, normalising constant 1.0055116415023804 0.0004087686538696289
Epoch 300, normalising constant 1.0048104524612427 0.004044234752655029
Epoch 400, normalising constant 1.004037618637085 0.029803037643432617
Epoch 500, normalising constant 1.0033353567123413 -0.041144490242004395
run 23 cop_u 1 DONE 2243.8271
Epoch 100, normalising constant 1.0053520202636719 0.0004165768623352051
Epoch 200, normalising constant 1.0016423463821411 0.013906359672546387
Epoch 300, normalising constant 0.9975463151931763 0.0038270950317382812
Epoch 400, normalising constant 0.9951915740966797 -0.037442922592163086
Epoch 500, normalising constant 0.9936001300811768 0.024525701999664307
run 23 cop_u 2 DONE 1366.1307
Epoch 100, normalising constant 1.0122523307800293 0.001509547233581543
Epoch 200, normalising constant 1.009375810623169 -0.01560598611831665
Epoch 300, normalising constant 1.007904291152954 0.005132317543029785
Epoch 400, normalising constant 1.0072379112243652 0.02842181921005249
Epoch 500, normalising constant 1.0067692995071411 -0.004797220230102539
run 23 cop_u 3 DONE 3792.2507
Epoch 100, normalising constant 1.0002533197402954 0.0006331801414489746
Epoch 200, normalising constant 0.998089075088501 0.0007351040840148926
Epoch 300, normalising constant 0.9980366230010986 -0.023751795291900635
Epoch 400, normalising constant 0.9980918765068054 -0.04655426740646362
Epoch 500, normalising constant 0.9981492161750793 -0.018623828887939453
run 24 cop_u 0 DONE 560.9497
Epoch 100, normalising constant 1.0145654678344727 0.0005632638931274414
Epoch 200, normalising constant 1.010878086090088 0.00020748376846313477
Epoch 300, normalising constant 1.008959412574768 -0.01303398609161377
Epoch 400, normalising constant 1.0077235698699951 0.00021082162857055664
Epoch 500, normalising constant 1.0064120292663574 0.03152334690093994
run 24 cop_u 1 DONE 1857.9534
Epoch 100, normalising constant 1.0033130645751953 0.0009206533432006836
Epoch 200, normalising constant 1.0026715993881226 0.00022596120834350586
Epoch 300, normalising constant 1.0016225576400757 0.0010118484497070312
Epoch 400, normalising constant 1.0006071329116821 0.007315993309020996
Epoch 500, normalising constant 0.9993414282798767 0.0209236741065979
run 24 cop_u 2 DONE 1535.1145
Epoch 100, normalising constant 1.0049538612365723 0.0012798905372619629
Epoch 200, normalising constant 1.0040098428726196 0.007773041725158691
Epoch 300, normalising constant 1.003166675567627 -0.013311445713043213
Epoch 400, normalising constant 1.002001166343689 0.03838157653808594
Epoch 500, normalising constant 1.0012292861938477 -0.03264009952545166
run 24 cop_u 3 DONE 4978.3496
Time taken: 947.7828574180603
